,0,1
Iona Clarke,[],[]
File:5x10_Battle_of_Winterfell.png,[],[]
Wikipedia:Angkor Wat,[],[]
Silent Sisters,[],[]
Alys Karstark,['House Karstark'],['House Stark']
Lord of Dragonstone,[],[]
de:Ein Mann ohne Ehre (Episode),[],[]
it:Il nuovo comandante,[],[]
Nigel O'Neill,[],[]
Category:Episodes of Game of Thrones: Season 3,[],[]
Sumai,[],[]
king,[],[]
Costumes/Major characters#Daenerys Targaryen,[],[]
Matthew Wolf,[],[]
fr:De feu et de sang,[],[]
Harry Strickland,['House Strickland'],"['Golden Company', 'House Lannister']"
Missandei,[],"['Good Masters', 'House Targaryen']"
Ships,[],[]
Danko Jordanov,[],[]
fr:Le Loup et le Lion,[],[]
Tyrion Lannister,['House Lannister'],"[""House Baratheon of King's Landing"", 'Small Council', 'House Targaryen']"
Allo,[],"[""Night's Watch""]"
Simon Whyman,[],[]
Raven,[],[]
House Hightower,[],[]
de:Die Länder der Nacht (Episode),[],[]
Clint Elvy,[],[]
File:Arya Corpse S8 EP3.jpg,[],[]
wikipedia:Philoctetes,[],[]
File:507 Samwell Gilly sex scene.jpg,[],[]
Riverlands traveller,[],[]
Karla Lyons,[],[]
Joe Purcell,[],[]
Heartsbane,[],[]
Stanislav Satko,[],[]
blood magic,[],[]
Archmaester (Eastwatch),[],['Order of Maesters']
A Man Without Honor,[],[]
Lucy Gallagher,[],[]
wikipedia:Sam Gamgee,[],[]
David Michael Scott,[],[]
fr:Gagner ou mourir,[],[]
Olyvar Frey,['House Frey'],['House Stark']
Clydas,[],"[""Night's Watch""]"
de:Winterfell,[],[]
wildfire,[],[]
Beyond the Wall,[],[]
Anna Stephenson,[],[]
Ciaran McMahon,[],[]
House Royce,[],[]
Lewyn Martell,['House Martell'],['Kingsguard']
Domagoj Ljubicic,[],[]
wikipedia:George W. Bush,[],[]
House Hornwood,[],[]
File:Eddard and Petyr 1x03.png,[],[]
File:Tycho-Cersei-Spoils-of-War.jpg,[],[]
Wikipedia:Bill and Ted's Excellent Adventure,[],[]
fr:Le Lion et la Rose,[],[]
House Swyft,[],[]
Andrew McClay,[],[]
Eglantine,[],"['Faith of the Seven', ""House Baratheon of King's Landing""]"
First Builder,[],[]
Last Hearth,[],[]
Massacre in the Red Keep,[],[]
Will Farquarson,[],[]
Ilyn Payne#In the books,[],[]
Emer McDaid,[],[]
Lordship,[],[]
Citadel,[],[]
Hellholt,[],[]
Dontos Hollard,['House Hollard'],"[""House Baratheon of King's Landing""]"
Eon Hunter,['House Hunter'],['House Arryn']
Arbor,[],[]
Oliver Ford Davies,[],[]
Daenerys Targaryen,['House Targaryen'],[]
Trystane Martell,['House Martell'],[]
File:Drogo-arrives.png,[],[]
"file:Unbowed, Unbent, Unbroken 04.jpg",[],[]
Ice dragon,[],[]
Paul Shapcott,[],[]
Loboda,[],"['Mance Rayder', 'White Walkers']"
File:BookOfBrothersDayne.jpg,[],[]
File:CerseiSeason2NorthRemembers.jpg,[],[]
File:Meera S3 Osha.png,[],[]
File:601 Braavos coins.png,[],[]
ro:Vânturile iernii (episod),[],[]
pt-br:Um Homem sem Honra,[],[]
zh:TV:第一季第九集,[],[]
Michael Shelford,[],[]
Willem Lannister,['House Lannister'],[]
fr:Le Trône de Fer (épisode),[],[]
Orphan kid 2,[],[]
Kristy Robinson,[],[]
Grenn,[],"[""Night's Watch""]"
Category:Castles of the North,[],[]
Joseph Mawle,[],[]
Wikipedia:Fafhrd and the Gray Mouser,[],[]
Archie,[],['House Lannister']
vi:Westeros,[],[]
File:704 Battle of Tumbleton 1.png,[],[]
sorcerer,[],[]
Category:Episodes directed by Alan Taylor,[],[]
High Sparrow (episode),[],[]
Gian Sanghera-Warren,[],[]
File:Podrick visits tyrion in his cell.png,[],[]
Camello,[],['Izembaro']
Heather Phillips,[],[]
House Redwyne,[],[]
Pentos,[],[]
Duncan the Tall,[],"['Arlan of Pennytree', 'House Osgrey', 'House Targaryen', 'Kingsguard']"
Game of Thrones musical themes and motifs#House Stark theme,[],[]
Stark soldier (The Queen's Justice),[],['House Stark']
ro:Ușa,[],[]
Dothraki (language),[],[]
File:HBO_drogon_and_Jon.jpg,[],[]
Sabina Arthur,[],[]
Johnna,[],['Ice-river clans']
The Mountain and the Viper,[],[]
Liberation of Slaver's Bay,[],[]
file:Blood of My Blood 11.jpg,[],[]
Daniel Awde,[],[]
Hami Belal,[],[]
Category:303 AC,[],[]
File:Thoros reviving Beric s3e5.jpg,[],[]
Hornwood,[],[]
Eunuchs,[],[]
Rick Burn,[],[]
File:Game-of-thrones-season-6-image-ship.jpg,[],[]
Vermithrax,[],['House Targaryen']
Wayne Foskett,[],[]
Meleys,[],['Rhaenys Targaryen']
Ivailo Dimitrov,[],[]
de:Valar Morghulis (Episode),[],[]
war of the First Men and the Children of the Forest,[],[]
Lorenzo Antonucci,[],[]
Capture of Winterfell,[],[]
raiding,[],[]
Dorne,[],[]
pt-br:A Justiça da Rainha,[],[]
Terry Byrne,[],[]
Michael Shaeffer,[],[]
Aegon II Targaryen,['House Targaryen/House of the Dragon'],['Greens']
James McHale,[],[]
Category:Episodes directed by David Petrarca,[],[]
File:Dany-Kill_the_Boy.jpg,[],[]
Mary Jordan,[],[]
Game of Thrones (Music from the HBO Series),[],[]
File:Chris Stapleton BTS.jpg,[],[]
"Image:Jon, Sam and Pyp.jpg",[],[]
Richard Laing,[],[]
Tipper Seifert-Cleveland,[],[]
Deepwood Motte,[],[]
Steffon,[],[]
Othor,[],"[""Night's Watch"", 'White Walkers']"
Timeline#Lannister_ages,[],[]
File:Dragons_S3E4.jpg,[],[]
Game of Thrones,[],[]
fr:Briseuse de chaînes,[],[]
cupbearer,[],[]
pigeon pie,[],[]
Wikipedia:Titus Andronicus,[],[]
lion,[],[]
Coral Messam,[],[]
DeObia Oparei,[],[]
House Umber,[],[]
Warrior,[],[]
Max Barber,[],[]
Shivering Sea,[],[]
File:Red Woman Corpses S8 EP3.jpg,[],[]
North,[],[]
Sack of Lannisport,[],[]
Rickard Stark,['House Stark'],['House Targaryen']
pt-br:Atalaialeste,[],[]
uk:Землі за Стіною,[],[]
Ellie Kendrick,[],[]
Andrew Eadie,[],[]
Waymar Royce,['House Royce'],"[""Night's Watch""]"
File:Sam_in_tower_library.png,[],[]
House Blacktyde,[],[]
Battle of Qohor,[],[]
Wikipedia:Slavery in antiquity,[],[]
Cyvasse,[],[]
Jonny Stockwell,[],[]
Fourteen Fires,[],[]
Long farewell,[],[]
Richard Mead,[],[]
Heidi Romanova,[],[]
Kovarro,[],"['Drogo', 'House Targaryen']"
Stormlands,[],[]
Golden Tooth,[],[]
Jason Curle,[],[]
Kraznys mo Nakloz,['House of Nakloz'],['Good Masters']
File:Jon and Benjen 1x03.png,[],[]
Violet,[],['House Bolton']
File:704 Battle of Tumbleton 5.png,[],[]
it:Grande Inverno,[],[]
Wikipedia:Conan the Barbarian (1982),[],[]
Jon Arryn,['House Arryn'],"['House Targaryen', ""House Baratheon of King's Landing""]"
Finbar Lynch,[],[]
Sean Bean,[],[]
Faye Marsay,[],[]
File:Oathbreaker 15.jpg,[],[]
Rhalko,[],[]
Stella McGowan,[],[]
leech ritual,[],[]
Garden of Bones (episode),[],[]
es:El Camino Real,[],[]
Robert Atkinson,[],[]
File:704 Jon & Theon Promo.jpg,[],[]
Bannen,[],"[""Night's Watch""]"
Sean Blowers,[],[]
Bronson Webb,[],[]
King's Landing rioter,[],[]
it:Mhysa,[],[]
Ghiscar (dragon),[],['House Targaryen']
Two Swords,[],[]
Domeric Bolton,['House Bolton'],[]
Eileen McCloskey,[],[]
Alerie Tyrell,"['House Hightower', 'House Tyrell']",[]
Ross Mullan,[],[]
Wikipedia:Scorpio (weapon),[],[]
Elyria,[],[]
Shield Islands,[],[]
wikipedia: Dragonslayer_(1981_film),[],[]
Scorpion,[],[]
ro:Valar Morghulis,[],[]
ru:Правосудие королевы,[],[]
file:Jaime S8 EP2.jpg,[],[]
Callum Wharry,[],[]
manticore,[],[]
Derek Dubery,[],[]
Yohn_Royce#In_the_books,[],[]
Iwan Rheon,[],[]
Barrington Cullen,[],[]
File:Ros murdered S3E6.jpg,[],[]
Lois Winstone,[],[]
Hannah Murray,[],[]
Titan's Daughter,[],[]
Jaremy Mallister,['House Mallister'],['House Tully']
Mern IX Gardener,['House Gardener'],[]
Marko Jelic,[],[]
Dez McMahon,[],[]
Michiel Huisman,[],[]
Lord Commander,[],[]
Frey soldier 1,[],['House Frey']
File:Theon_Greyjoy.png,[],[]
File:Anguy teaching Arya S3E6.jpg,[],[]
ro:Jurământ încălcat,[],[]
House Cerwyn,[],[]
Graeme Peacock,[],[]
Category:Mercenaries,[],[]
Syrax,[],['Rhaenyra Targaryen']
Dreadfort,[],[]
Dwarf 5,[],[]
Luna Kalo,[],[]
Susie Kelly,[],[]
Lys,[],[]
pl:Czarny Nurt (odcinek),[],[]
Diana Rigg,[],[]
Frostfangs,[],[]
ru:Битва бастардов (событие),[],[]
Game of Thrones: Season 4,[],[]
ro:Casa în alb și negru,[],[]
Category:Red Waste,[],[]
es:El primero de su nombre,[],[]
Category:Villages,[],[]
de:Zuhause (Episode),[],[]
File:Locke taunts Jaime s3e5.jpg,[],[]
Myranda#In the books,[],[]
hill tribes,[],[]
File:Euron-Yara-Stormborn.jpg,[],[]
Robert Yates,[],[]
House Mazin,[],[]
Dan Hildebrand,[],[]
Barth,[],"['Faith of the Seven', 'House Targaryen']"
Mark Mottram,[],[]
The Age of Heroes,[],[]
Orys Baratheon,['House Baratheon'],['House Targaryen']
Tyrone McElhennon,[],[]
pt-br:Ninguém,[],[]
Dongo,[],['Mance Rayder']
King's Justice,[],[]
Mustapha Rachidi,[],[]
Image:Tyrion and Mord.jpg,[],[]
ru:Милосердие матери,[],[]
Horn Hill,[],[]
Deborah Riley,[],[]
Summer Sea,[],[]
wikipedia:Bleak House (2005 TV serial),[],[]
Viserion,[],"['Daenerys Targaryen', 'Night King']"
Ch'Vyalthan,[],['Order of Maesters']
File:Cersei_jaime_blood_of_my_blood.jpg,[],[]
Category:Military organizations,[],[]
Antonio Oña Sánchez,[],[]
pl:Nikt,[],[]
Rowley Irlam,[],[]
File:TheLionAndTheRose.png,[],[]
Kevan Lannister,['House Lannister'],"[""House Baratheon of King's Landing""]"
Category:Castles of the Crownlands,[],[]
Jesse Morris,[],[]
File:Tommen stares at Sept s6.jpg,[],[]
File:Catelyn-arrive.png,[],[]
Joss Stilwood,[],['House Clegane']
Currency#The_Free_Cities_and_Slaver.27s_Bay,[],[]
de:Sturmtochter (Episode),[],[]
Roma Tomelty,[],[]
Lann the Clever,['House Lannister'],[]
it:Vecchi e nuovi dei,[],[]
Cormac McDonagh,[],[]
ru:Винтерфелл,[],[]
ro:Moartea,[],[]
Aegon V Targaryen,['House Targaryen'],['Duncan the Tall']
Ben Crompton,[],[]
Gerry O'Brien,[],[]
Game of Thrones: Season 3 (Music from the HBO Series),[],[]
Daenerys Targaryen's mare,[],['Daenerys Targaryen']
pl:Północ pamięta,[],[]
Roslin Tully,"['House Frey', 'House Tully']",[]
Valyrian Freehold,[],[]
"Gentle Mother, Font of Mercy",[],[]
File:Small Council.png,[],[]
Jenny of Oldstones (song),[],[]
Samantha Spiro,[],[]
Stephen Don,[],[]
House Tyrell,[],[]
cadet branch,[],[]
Vaes Dothrak,[],[]
Filip Lozić,[],[]
Kingswood,[],[]
es:Sangre de mi sangre,[],[]
wikipedia:Sharpe (TV series),[],[]
Court trial of Tyrion Lannister,[],[]
Nikola Oreskovic,[],[]
ru:Клятвопреступник,[],[]
File:Arya-blind.png,[],[]
Hammer of the waters,[],[]
ja:シーズン5第6話「父の仇」,[],[]
Filip Kadlec,[],[]
Ed Skrein,[],[]
Ivan Peric,[],[]
Polliver,[],"['House Lorch', 'House Lannister']"
Hallis Mollen,['House Mollen'],['House Stark']
wikipedia:Northern Ireland,[],[]
Lyonel Baratheon,['House Baratheon'],['House Targaryen']
es:El ascenso,[],[]
Battle of King's Landing,[],[]
Halder,[],"[""Night's Watch""]"
Anthony Skrimshire,[],[]
Unella,[],['Faith of the Seven']
Elyes Gabel,[],[]
Regicide,[],[]
zh:塞外,[],[]
Ternesio Terys,[],[]
ru:Ночные земли,[],[]
it:Uccidi il ragazzo,[],[]
House Tully,[],[]
Kit Harington,[],[]
Jeyne Poole,['House Poole'],['House Stark']
Lord Harroway's Town,[],[]
Jack Bulwer,['House Bulwer'],"[""Night's Watch""]"
Eastern Road,[],[]
Drogon,[],['Daenerys Targaryen']
Dancer,[],['Bran Stark']
Sons of the Harpy,[],['Great Masters']
Tysha,['House Lannister'],[]
File:Tywin_Kissed_by_Fire.jpg,[],[]
Michael Johnston,[],[]
house words,[],[]
House Arryn,[],[]
File:Dragon_Fire_Toasty.jpg,[],[]
Kelly Dent,[],[]
File:Brienne helps save Sansa S6.png,[],[]
Mark Southworth,[],[]
Jory Cassel,['House Cassel'],['House Stark']
Andrew Watson,[],[]
fr:Briseur de Serments,[],[]
File:Jon_Snow_is_declared_King_in_The_North_Season_6_Episode_10_Preview..jpg,[],[]
Salt Shore,[],[]
cave of the Three-Eyed Raven,[],[]
File:Arya the dragon and the wolf s7 1.jpg,[],[]
fr:Le Dragon et le Loup,[],[]
Kim McGarrity,[],[]
John Bradley,[],[]
Gianpiero Cognoli,[],[]
Jeyne Poole#In the books,[],[]
Velizar Peev,[],[]
ru:Долгая ночь (серия),[],[]
Tim Plester,[],[]
Hardhome (episode),[],[]
Laws and customs,[],[]
Drogo's stallion,[],['Drogo']
Gary Connery,[],[]
Todder,[],"[""Night's Watch""]"
Gold Cloak 2 (Eastwatch),[],"[""City Watch of King's Landing""]"
Gerard Naprous,[],[]
Baratheon general,[],['House Baratheon of Dragonstone']
File:Tyrion and Bran 1x04.png,[],[]
File:The Gift map.png,[],[]
Slava Samuchov,[],[]
File:Hotpiepodrickbriennetalkinginn.png,[],[]
File:Tyrionkillshae (1).jpg,[],[]
zh:TV:第三季第十集,[],[]
"ru:Тёмные крылья, тёмные слова",[],[]
Image:Wineseller captured.jpg,[],[]
Aisling Franciosi,[],[]
Master of War,[],[]
Calla,[],['Great Masters']
it:L'assedio,[],[]
Purple Wedding,[],[]
Sally,[],[]
The Lion and the Rose,[],[]
de:Blut von meinem Blut (Episode),[],[]
File:Myrcella Tommen dinner with Sansa.jpg,[],[]
Belicho Paenymion,[],['Old Blood']
Gáspár Szabó,[],[]
File:Blood of My Blood 24.jpg,[],[]
Cristian Knight,[],[]
fr:Les Cloches,[],[]
Bryan Cogman,[],[]
Bill Davey,[],[]
Ivan Mica,[],[]
File:Arya and Sandor - Breaker of Chains.jpg,[],[]
Luke Wilson Hanley,[],[]
Danny Kirrane,[],[]
File:DanyDiscoversDeadPeopleSeason2.png,[],[]
dragonlord,[],[]
File:Boy Tortures Theon S3E6.jpg,[],[]
Great Masters,[],[]
fr:Tuer l'enfant pour laisser naître l'homme,[],[]
Rhaegal,[],"['Daenerys Targaryen', 'Jon Snow']"
Gared,[],"[""Night's Watch""]"
Valyrian sword smith,[],[]
File:Aemon in library.png,[],[]
John Standing,[],[]
Jonathan Ryan,[],[]
Bogdan Kumsackij,[],[]
Sand Snakes,[],[]
Matthar,[],"[""Night's Watch""]"
Kingdom of the Reach,[],[]
Small Council#Under Tommen Baratheon,[],[]
Aegon I Targaryen,['House Targaryen'],[]
ro:Primul pe numele său,[],[]
Ragnar Þórhallsson,[],[]
pl:Pocałowana przez Ogień,[],[]
Ivo Kristof,[],[]
Essence of nightshade#In the books,[],[]
Skirling Pass,[],[]
Riverlands,[],[]
pl:Starzy Bogowie i Nowi,[],[]
old woman,[],"['House Bolton', 'House Stark']"
pt-br:A Porta,[],[]
Wikipedia:Magheramorne,[],[]
Copper King,[],['Thirteen']
Dying man,[],[]
Hill tribes,[],[]
Second siege of Meereen,[],[]
Eoin Duffy,[],[]
Axell Florent,['House Florent'],"['House Tyrell', 'House Baratheon of Dragonstone']"
Carolina Castellano,[],[]
Ironborn invasion of the North,[],[]
Richard Dormer,[],[]
pl:Valar Dohaeris (odcinek),[],[]
mutiny at Castle Black,[],[]
Osmund Kettleblack,[],['Kingsguard']
Miller's wife,[],['House Bolton']
Munro Graham,[],[]
pt-br:Quebradora de Correntes,[],[]
Tom Varey,[],[]
David Cronnelly,[],[]
Clive Mantle,[],[]
Titan of Braavos,[],[]
Shane Whisker,[],[]
Dean-Charles Chapman,[],[]
Chris Gallagher,[],[]
Davos Seaworth,['House Seaworth'],"['House Baratheon of Dragonstone', 'House Stark', 'Small Council']"
Octavia Alexandru,[],[]
Ramsay Bolton,"['House Bolton', 'Legitimization']",[]
Patrick O'Kane,[],[]
lt:The Broken Man,[],[]
ru:Ветра зимы,[],[]
File:Sam_Gilly_and_Sam_Jr_s8_ep2_a.jpg,[],[]
Borislav Iliev,[],[]
Greg Spence,[],[]
pt-br:O Fantasma de Harrenhal,[],[]
pl:Księga Nieznajomego,[],[]
awoiaf:Mormont's_raven,[],[]
Daryl Andrews,[],[]
second siege of Riverrun,[],[]
Fiach Kunz,[],[]
Annette Hannah,[],[]
Winter town,[],[]
Ali Lyons,[],[]
Qotho,[],['Drogo']
Annette Tierney,[],[]
Wikipedia:Dune (franchise),[],[]
ships,[],[]
Elizabeth Cadwallader,[],[]
Isabelle Jones,[],[]
Antonio Ivanovic,[],[]
Slavko Juraga,[],[]
Wun Weg Wun Dar Wun,[],"['Mance Rayder', 'Jon Snow']"
David Coakley,[],[]
de:Söhne der Harpyie,[],[]
wildling girl,[],['White Walkers']
it:La danza dei draghi (episodio),[],[]
ja:シーズン1第9話「ベイラー大聖堂」,[],[]
pl:Zdrajca,[],[]
Kristján Páll Kristjánsson,[],[]
Roxanna Kadyrova,[],[]
Wikipedia:Ballista,[],[]
Dick Meredith,[],[]
Sonny Louis,[],[]
de:Eidwahrer,[],[]
Hattie Gotobed,[],[]
Lucy Murray,[],[]
Oathbreaker,[],[]
Ironborn captain,[],['House Greyjoy']
Michael William Burns,[],[]
File:705 Jaime.jpg,[],[]
Clea#In the books,[],[]
fr:Personne,[],[]
299 AC,[],[]
White Walker (Winter Is Coming),[],[]
Night's Watch messenger,[],"[""Night's Watch""]"
Pypar,[],"['House Smallwood', ""Night's Watch""]"
Deziel Dalt,['House Dalt'],['House Martell']
pl:Dar (odcinek),[],[]
Aron Hegarty,[],[]
File:704 Battle of Tumbleton 7.png,[],[]
Cedric Henderson,[],[]
"pt-br:Insubmissos, Não Curvados, Não Quebrados",[],[]
Dragon,[],[]
Battle of the Bastards,[],[]
Assassination of Myrcella Baratheon,[],[]
godswood,[],[]
ru:Старые Боги и Новые,[],[]
File:The Red Woman 08.jpg,[],[]
File:Gilly_arriving_sams_home.jpg,[],[]
File:The Dragon and the Wolf Tyrion and Jon.jpg,[],[]
File:Grey Worm S8 Ep3.jpg,[],[]
Daniel Sackheim,[],[]
Daniel Naprous,[],[]
Category:House Lannister,[],[]
Mark Franklin Henson,[],[]
Maegor III Targaryen,['House Targaryen'],[]
Darran Watt,[],[]
Pact,[],[]
Niamh Lennon,[],[]
wikipedia:Kingdom of Heaven,[],[]
Derek Lord,[],[]
File:Doran martell dying and dead season 6.png,[],[]
Image:Lannister camp.jpg,[],[]
The Broken Man,[],[]
Wikipedia:Claire McCaskill,[],[]
Amory Lorch,['House Lorch'],['House Lannister']
Wikipedia:Rob Roy (1995 film),[],[]
The Kingsroad,[],[]
House Baratheon,[],[]
Oldtown,[],[]
Howland Reed,['House Reed'],['House Stark']
Westerosi trader,[],[]
Adam Slynn,[],[]
Valyrian steel dagger,[],[]
Leech ritual,[],[]
Adewale Akinnuoye-Agbaje,[],[]
Category:Episodes written by Jane Espenson,[],[]
Dean S. Jagger,[],[]
File:Tyrell Lady new.jpg,[],[]
Gordon Seed,[],[]
Lord Paramount of the Reach,[],[]
Will,[],"[""Night's Watch""]"
de:Der Norden vergisst nicht (Episode),[],[]
Raquel Arraes,[],[]
Valar Dohaeris,[],[]
Reach,[],[]
David Fennelly,[],[]
Lord Commander of the Night's Watch,[],[]
Wikipedia:The Book of the New Sun,[],[]
Ben Kelly,[],[]
Hightower,[],[]
Noah Syndergaard,[],[]
file:The Hound & Arya S8 E2.jpg,[],[]
File:Cersei high sparrow Sons of the Harpy.jpg,[],[]
Sothoryos,[],[]
File:Stormborn Arya City.jpg,[],[]
Whispering Wood,[],[]
File:704 Battle of Tumbleton 13.png,[],[]
Francis Magee,[],[]
Flea Bottom,[],[]
The Bells,[],[]
Martin Pemberton,[],[]
Timeline,[],[]
El Hasani,[],[]
captured wight,[],['White Walkers']
Image:Second_Sons_Character.jpg,[],[]
Category:Episodes of Game of Thrones: Season 8,[],[]
arakh,[],[]
Category:Beyond the Wall,[],[]
Siege of Astapor,[],[]
File:Tyrion and Jaime Eastwatch.jpg,[],[]
Joffrey Baratheon,"[""House Baratheon of King's Landing"", 'House Lannister']",[]
Conquest of Dorne,[],[]
Qyburn,[],"['Order of Maesters', 'House Bolton', ""House Baratheon of King's Landing"", 'House Lannister']"
File:Jaime and Bolton make plans S3E6.jpg,[],[]
Fairmarket,[],[]
it:Il Nord non dimentica,[],[]
Matt Shakman,[],[]
Ian McShane,[],[]
Trial by combat,[],[]
Angel Dorado,[],[]
Olenna Tyrell,"['House Redwyne', 'House Tyrell']",['House Targaryen']
Bobby Marno,[],[]
Michael Heath,[],[]
Warden,[],[]
Alexander Mileman,[],[]
Execution,[],[]
Waif,[],['Faceless Men']
de:Die Glocken (Episode),[],[]
Jamal Ouarraq,[],[]
es:Segundos Hijos,[],[]
it:Il giuramento,[],[]
Shipbreaker Bay,[],[]
Of Monsters and Men,[],[]
Old Nan,[],['House Stark']
Louis McCartney,[],[]
File:5x02-04.jpg,[],[]
Martin Walsh,[],[]
File:Jon and Petyr in Stormborn.PNG,[],[]
Ricardo Cruz Jr.,[],[]
File:Dragons imprisoned.png,[],[]
File:5x09_Missandei_Dany.jpg,[],[]
Northern lord,[],['House Stark']
Arys Oakheart,['House Oakheart'],['Kingsguard']
ru:Разрушительница цепей,[],[]
fr:Frapper d'estoc,[],[]
Category:Episodes directed by Alik Sakharov,[],[]
Matteo Elezi,[],[]
Rodrik Cassel,['House Cassel'],['House Stark']
File:Theon and Dagmer.jpg,[],[]
Fall of Astapor,[],[]
Siege of Pyke,[],[]
Hallyne,[],"[""Alchemists' Guild""]"
David Newton,[],[]
File:Drogon S8 Ep6 02.jpg,[],[]
Kingsroad,[],[]
File:JoffreyAttackedSeason2.png,[],[]
Rocky Taylor,[],[]
Darren Kent,[],[]
Michael Liebmann,[],[]
Ilyn Payne,['House Payne'],"['House Lannister', ""House Baratheon of King's Landing""]"
Laenor Velaryon,"['House Velaryon', 'House Targaryen/House of the Dragon']",['Blacks']
ru:Восхождение,[],[]
Ben Essex,[],[]
Chuku Modu,[],[]
File:Lord cast your light upon us.jpg,[],[]
Paul Heasman,[],[]
Royal Fleet,[],"['King of the Andals, the Rhoynar, and the First Men']"
Master of Coin,[],[]
Gelmarr,[],['House Greyjoy']
Tywin Lannister,['House Lannister'],"['House Targaryen', ""House Baratheon of King's Landing"", 'Small Council']"
305 AC,[],[]
Trevor Allan Davies,[],[]
Mirri Maz Duur,[],[]
Jaryd Headley,[],[]
Lottie Steer,[],[]
Wildling girl,[],['White Walkers']
File:The Gift 07.jpg,[],[]
Desertion,[],[]
Tobho Mott,[],[]
Gatins,[],['Brotherhood Without Banners']
File:Lucky_Bastards.jpg,[],[]
Zach Roberts,[],[]
Stuart Martin,[],[]
ro:Omul distrus,[],[]
Beric Dondarrion,['House Dondarrion'],"['House Baratheon', 'Brotherhood Without Banners']"
lackwit,[],[]
Luke McQuillan,[],[]
Derek Horsham,[],[]
Image:Drogo and Dany.jpg,[],[]
ru:Железный трон (серия),[],[]
Conor Maguire,[],[]
Stephen Presley,[],[]
pt-br:O Presente,[],[]
James Pavey,[],[]
File:Oathbreaker 02.jpg,[],[]
Luke Roberts,[],[]
sexposition,[],[]
ro:Drumul regelui (episod),[],[]
Red Priest,[],[]
File:Brienne_and_jaime_no_one.jpg,[],[]
Eamon Keenan,[],[]
Roose Bolton,['House Bolton'],"['House Stark', ""House Baratheon of King's Landing""]"
House Dalt,[],[]
Petyr Baratheon,['House Baratheon of Dragonstone'],[]
Jack Gleeson,[],[]
Noah Taylor,[],[]
File:Stonemen attack.jpg,[],[]
Lannister captain,[],['House Lannister']
Category:Battles,[],[]
scorpion,[],[]
Timeline#The Age of Heroes,[],[]
Tobias Menzies,[],[]
Wise Masters,[],[]
File:Craster's_Death_S3E4.jpg,[],[]
File:Eddard and Petyr 1x04.png,[],[]
Oathbreaking,[],[]
es:Sinsonte,[],[]
Vencislav Stojanov,[],[]
Festival of the Mother,[],[]
House Yronwood,[],[]
Natalia Tena,[],[]
Aaron Archer,[],[]
Volantis,[],[]
Hannah Waddingham,[],[]
Tolos,[],[]
Varys,[],"['House Targaryen', ""House Baratheon of King's Landing"", 'Small Council']"
Sunset Sea,[],[]
pl:Góra i Żmija,[],[]
Warlock (Valar Dohaeris),[],['Warlocks']
Category:Episodes directed by Jeremy Podeswa,[],[]
Toby Osmond,[],[]
Ward,[],[]
304 AC,[],[]
Silverhill,[],[]
Image:Barristan and Eddard.jpg,[],[]
Byron Swann,[],[]
Frank Jakeman,[],[]
master-at-arms,[],[]
Savo,[],[]
pt-br:Os Ventos do Inverno,[],[]
Ryger Rivers,[],['House Frey']
Patrick Fitzsymons,[],[]
ja:シーズン4第10話「世継ぎたち」,[],[]
Sorcerer,[],[]
Rickard Karstark,['House Karstark'],['House Stark']
Megan Parkinson,[],[]
wikipedia:Steampunk,[],[]
Kristofer Hivju,[],[]
wikipedia:The Twilight Zone,[],[]
Casterly Rock,[],[]
ro:Două săbii,[],[]
Alan McKee,[],[]
Bobby Holland Hanton,[],[]
Andrew James,[],[]
Wight,[],[]
fr:Durlieu,[],[]
File:Arya_dance_of_dragons.jpg,[],[]
Braavosi madam,[],[]
House Whent,[],[]
ro:Nimeni,[],[]
pt-br:Alto Pardal,[],[]
uk:Вінтерфелл,[],[]
Tyrell lady,['House Tyrell'],[]
Jonathan Byrne,[],[]
Currency,[],[]
Jesse Magee,[],[]
File:JonBeatRamsay.jpg,[],[]
file:Book of the Stranger 25.jpg,[],[]
Category:Sons of the Harpy,[],[]
House Mormont,[],[]
handmaiden,[],[]
Tormund#In the books,[],[]
File:The Broken Man 20.jpg,[],[]
Mark Stanton-Kelly,[],[]
es:Los Dioses Antiguos y Nuevos,[],[]
strangler,[],[]
es:El Norte no olvida,[],[]
pt-br:Uma Coroa de Ouro,[],[]
Balon Greyjoy,['House Greyjoy'],"[""House Baratheon of King's Landing""]"
Thenns,[],[]
Wildfire,[],[]
Walda Bolton,"['House Frey', 'House Bolton']",[]
Category:Episodes directed by Matt Shakman,[],[]
Food and drink#Wines,[],[]
Willem,[],[]
ro:Fantoma de la Harrenhal,[],[]
James Bleakney,[],[]
Harry Grasby,[],[]
"fr:Insoumis, Invaincus, Intacts",[],[]
pt-br:A Estrada do Rei,[],[]
Marion McDowell,[],[]
Tim Van Patten,[],[]
House Reed,[],[]
Philip McGinley,[],[]
Fergus Leathem,[],[]
ru:Дом,[],[]
Andy Butcher,[],[]
Miguel Ángel Luque,[],[]
File:Arya-stark-maisie-williams-helen-sloan.jpeg,[],[]
Category:Episodes directed by Daniel Sackheim,[],[]
Stephen Grech,[],[]
Greg Silverman,[],[]
Sam,[],[]
Tansy,[],['House Bolton']
fr:Les Enfants,[],[]
Podrick Payne,['House Payne'],"['House Lannister', 'Kingsguard']"
David Verrey,[],[]
Category:Episodes of Game of Thrones: Season 1,[],[]
Joe Naufahu,[],[]
Matt Crook,[],[]
